imu_now,imu_1ago,imu_2ago,imu_rate_of_change,motion_score,camera_high,label
0.9887,1.0151,0.9959,-0.0264,0.9132,0,normal
0.995,0.9887,1.0151,0.0063,1.172,0,normal
0.9811,0.995,0.9887,-0.0139,0.3327,0,normal
1.0041,0.9811,0.995,0.023,0.5109,0,normal
1.0063,1.0041,0.9811,0.0022,0.1075,0,normal
0.9853,1.0063,1.0041,-0.021,0.1067,0,normal
0.9973,0.9853,1.0063,0.012,0.7425,0,normal
0.9869,0.9973,0.9853,-0.0104,0.2781,0,normal
0.994,0.9869,0.9973,0.0071,0.7099,0,normal
0.9999,0.994,0.9869,0.0058,0.0326,0,normal
0.9922,0.9999,0.994,-0.0076,0.3493,0,normal
0.9918,0.9922,0.9999,-0.0005,1.1059,0,normal
1.005,0.9918,0.9922,0.0132,1.0127,0,normal
1.003,1.005,0.9918,-0.002,0.3082,0,normal
1.005,1.003,1.005,0.002,1.0012,0,normal
0.9861,1.005,1.003,-0.0188,0.229,0,normal
1.0048,0.9861,1.005,0.0186,0.9863,0,normal
1.0083,1.0048,0.9861,0.0035,0.5116,0,normal
1.0016,1.0083,1.0048,-0.0066,1.2039,0,normal
1.0044,1.0016,1.0083,0.0028,0.3281,0,normal
1.0122,1.0044,1.0016,0.0079,0.091,0,normal
1.0188,1.0122,1.0044,0.0065,0.1707,0,normal
0.9822,1.0188,1.0122,-0.0366,0.8718,0,normal
1.0179,0.9822,1.0188,0.0357,1.3787,0,normal
0.9824,1.0179,0.9822,-0.0355,1.1336,0,normal
0.9992,0.9824,1.0179,0.0168,1.1897,0,normal
0.9937,0.9992,0.9824,-0.0055,0.3027,0,normal
0.9898,0.9937,0.9992,-0.0038,1.2548,0,normal
1.005,0.9898,0.9937,0.0152,0.0488,0,normal
0.9961,1.005,0.9898,-0.009,1.3487,0,normal
1.0023,0.9961,1.005,0.0062,0.6002,0,normal
1.0141,1.0023,0.9961,0.0118,0.6862,0,normal
0.9906,1.0141,1.0023,-0.0235,0.0016,0,normal
0.9822,0.9906,1.0141,-0.0084,0.5898,0,normal
0.9954,0.9822,0.9906,0.0132,0.9898,0,normal
1.0061,0.9954,0.9822,0.0107,0.2417,0,normal
1.0044,1.0061,0.9954,-0.0017,0.0675,0,normal
1.0167,1.0044,1.0061,0.0123,0.6482,0,normal
1.004,1.0167,1.0044,-0.0127,0.4621,0,normal
1.0186,1.004,1.0167,0.0146,0.3464,0,normal
0.996,1.0186,1.004,-0.0226,0.7402,0,normal
0.9956,0.996,1.0186,-0.0004,0.3946,0,normal
1.0122,0.9956,0.996,0.0166,0.035,0,normal
0.9812,1.0122,0.9956,-0.031,0.6662,0,normal
0.9911,0.9812,1.0122,0.0099,0.4683,0,normal
1.0162,0.9911,0.9812,0.0251,1.1324,0,normal
0.9825,1.0162,0.9911,-0.0336,0.1433,0,normal
1.0128,0.9825,1.0162,0.0303,0.316,0,normal
0.9921,1.0128,0.9825,-0.0207,0.2536,0,normal
1.0189,0.9921,1.0128,0.0268,1.2447,0,normal
0.9806,1.0189,0.9921,-0.0383,1.2204,0,normal
0.9919,0.9806,1.0189,0.0113,0.1383,0,normal
1.0138,0.9919,0.9806,0.0218,0.8499,0,normal
1.0148,1.0138,0.9919,0.001,1.1216,0,normal
1.0177,1.0148,1.0138,0.0029,0.0345,0,normal
0.9858,1.0177,1.0148,-0.0319,1.2502,0,normal
1.0155,0.9858,1.0177,0.0297,0.7204,0,normal
1.0144,1.0155,0.9858,-0.0011,0.5339,0,normal
0.9956,1.0144,1.0155,-0.0188,0.0345,0,normal
0.9805,0.9956,1.0144,-0.0151,1.3143,0,normal
0.9813,0.9805,0.9956,0.0008,1.1096,0,normal
1.0092,0.9813,0.9805,0.0279,1.3985,0,normal
1.0025,1.0092,0.9813,-0.0067,1.1172,0,normal
0.99,1.0025,1.0092,-0.0125,1.156,0,normal
1.0013,0.99,1.0025,0.0113,0.1978,0,normal
0.9898,1.0013,0.99,-0.0115,0.8022,0,normal
0.991,0.9898,1.0013,0.0012,1.3309,0,normal
1.0087,0.991,0.9898,0.0178,0.6267,0,normal
0.9942,1.0087,0.991,-0.0146,0.1219,0,normal
0.9922,0.9942,1.0087,-0.002,1.0365,0,normal
1.0071,0.9922,0.9942,0.0149,1.086,0,normal
0.9818,1.0071,0.9922,-0.0253,0.2634,0,normal
1.0185,0.9818,1.0071,0.0367,0.0506,0,normal
0.9985,1.0185,0.9818,-0.02,0.9779,0,normal
0.9841,0.9985,1.0185,-0.0143,1.1803,0,normal
1.0103,0.9841,0.9985,0.0262,0.6191,0,normal
1.0158,1.0103,0.9841,0.0055,1.0895,0,normal
0.9878,1.0158,1.0103,-0.028,0.2741,0,normal
0.9884,0.9878,1.0158,0.0006,0.5027,0,normal
0.9905,0.9884,0.9878,0.0021,0.9015,0,normal
1.001,0.9905,0.9884,0.0105,0.7099,0,normal
1.0038,1.001,0.9905,0.0029,0.6749,0,normal
0.9955,1.0038,1.001,-0.0084,1.1521,0,normal
1.0031,0.9955,1.0038,0.0076,1.0694,0,normal
0.9821,1.0031,0.9955,-0.0209,0.1419,0,normal
1.0089,0.9821,1.0031,0.0267,0.4955,0,normal
1.0044,1.0089,0.9821,-0.0045,0.102,0,normal
1.0178,1.0044,1.0089,0.0134,1.052,0,normal
0.9862,1.0178,1.0044,-0.0317,0.8275,0,normal
0.989,0.9862,1.0178,0.0029,0.9823,0,normal
0.996,0.989,0.9862,0.0069,0.1716,0,normal
0.9816,0.996,0.989,-0.0144,0.6022,0,normal
0.9879,0.9816,0.996,0.0063,1.3168,0,normal
1.0055,0.9879,0.9816,0.0176,1.2675,0,normal
1.013,1.0055,0.9879,0.0075,0.6836,0,normal
1.0098,1.013,1.0055,-0.0032,0.6291,0,normal
1.0176,1.0098,1.013,0.0078,1.1728,0,normal
0.9868,1.0176,1.0098,-0.0308,0.5136,0,normal
1.0013,0.9868,1.0176,0.0144,0.1415,0,normal
0.9843,1.0013,0.9868,-0.0169,0.8651,0,normal
0.9849,0.9843,1.0013,0.0006,0.0498,0,normal
0.9808,0.9849,0.9843,-0.0041,0.5639,0,normal
0.9924,0.9808,0.9849,0.0116,0.874,0,normal
1.0032,0.9924,0.9808,0.0108,1.293,0,normal
0.9867,1.0032,0.9924,-0.0165,0.0055,0,normal
0.9958,0.9867,1.0032,0.0091,0.0238,0,normal
0.9909,0.9958,0.9867,-0.0049,0.6122,0,normal
0.9966,0.9909,0.9958,0.0058,0.013,0,normal
1.0197,0.9966,0.9909,0.0231,0.1655,0,normal
1.0047,1.0197,0.9966,-0.0151,0.7085,0,normal
0.9966,1.0047,1.0197,-0.0081,0.0862,0,normal
0.9877,0.9966,1.0047,-0.0089,0.0393,0,normal
1.0171,0.9877,0.9966,0.0295,0.1797,0,normal
1.0164,1.0171,0.9877,-0.0007,0.523,0,normal
0.9996,1.0164,1.0171,-0.0168,0.2255,0,normal
1.005,0.9996,1.0164,0.0054,1.1649,0,normal
0.9986,1.005,0.9996,-0.0064,0.8039,0,normal
0.987,0.9986,1.005,-0.0116,0.8047,0,normal
1.0196,0.987,0.9986,0.0326,0.4929,0,normal
0.9901,1.0196,0.987,-0.0296,0.8919,0,normal
0.9813,0.9901,1.0196,-0.0088,0.6857,0,normal
0.9858,0.9813,0.9901,0.0045,0.9221,0,normal
0.9899,0.9858,0.9813,0.0041,1.1808,0,normal
1.0056,0.9899,0.9858,0.0156,0.6106,0,normal
1.0161,1.0056,0.9899,0.0105,0.943,0,normal
1.0071,1.0161,1.0056,-0.0091,0.6235,0,normal
1.0053,1.0071,1.0161,-0.0018,1.1685,0,normal
1.0042,1.0053,1.0071,-0.0011,1.0046,0,normal
1.0024,1.0042,1.0053,-0.0018,0.8294,0,normal
1.0111,1.0024,1.0042,0.0087,1.2131,0,normal
1.0118,1.0111,1.0024,0.0007,0.2931,0,normal
0.988,1.0118,1.0111,-0.0239,1.0951,0,normal
1.0043,0.988,1.0118,0.0163,0.79,0,normal
0.9805,1.0043,0.988,-0.0237,0.9483,0,normal
0.9877,0.9805,1.0043,0.0071,0.5421,0,normal
1.006,0.9877,0.9805,0.0183,0.9242,0,normal
1.0191,1.006,0.9877,0.0131,1.1073,0,normal
0.9892,1.0191,1.006,-0.0298,0.4588,0,normal
0.9878,0.9892,1.0191,-0.0014,0.1253,0,normal
0.9866,0.9878,0.9892,-0.0012,0.5317,0,normal
1.0105,0.9866,0.9878,0.0238,1.0847,0,normal
1.0036,1.0105,0.9866,-0.0069,0.7634,0,normal
1.018,1.0036,1.0105,0.0144,1.2385,0,normal
0.9964,1.018,1.0036,-0.0215,1.0002,0,normal
0.9811,0.9964,1.018,-0.0153,0.6626,0,normal
0.9934,0.9811,0.9964,0.0123,0.4136,0,normal
1.0092,0.9934,0.9811,0.0158,0.8091,0,normal
0.9973,1.0092,0.9934,-0.0119,0.465,0,normal
0.9907,0.9973,1.0092,-0.0065,0.0042,0,normal
1.004,0.9907,0.9973,0.0133,0.1924,0,normal
1.0008,1.004,0.9907,-0.0032,0.4708,0,normal
1.0012,1.0008,1.004,0.0004,0.8666,0,normal
0.9979,1.0012,1.0008,-0.0033,0.9279,0,normal
1.0103,0.9979,1.0012,0.0124,0.921,0,normal
1.0161,1.0103,0.9979,0.0058,0.7351,0,normal
0.9906,1.0161,1.0103,-0.0256,0.0686,0,normal
1.0062,0.9906,1.0161,0.0156,1.3241,0,normal
1.0191,1.0062,0.9906,0.0129,0.1902,0,normal
1.0084,1.0191,1.0062,-0.0107,1.1594,0,normal
0.9816,1.0084,1.0191,-0.0268,0.4053,0,normal
0.9919,0.9816,1.0084,0.0103,0.0436,0,normal
0.9926,0.9919,0.9816,0.0008,0.6392,0,normal
0.9858,0.9926,0.9919,-0.0069,0.8246,0,normal
1.0158,0.9858,0.9926,0.03,0.3154,0,normal
0.9826,1.0158,0.9858,-0.0332,0.2294,0,normal
0.9976,0.9826,1.0158,0.015,0.8264,0,normal
0.9964,0.9976,0.9826,-0.0012,1.0302,0,normal
0.9923,0.9964,0.9976,-0.0041,1.3979,0,normal
1.0053,0.9923,0.9964,0.013,0.2554,0,normal
1.0044,1.0053,0.9923,-0.0009,0.8664,0,normal
0.9862,1.0044,1.0053,-0.0182,0.1039,0,normal
1.0012,0.9862,1.0044,0.0151,0.4611,0,normal
0.9928,1.0012,0.9862,-0.0085,0.3787,0,normal
1.0178,0.9928,1.0012,0.025,0.5434,0,normal
0.9897,1.0178,0.9928,-0.0281,1.1053,0,normal
0.9986,0.9897,1.0178,0.0089,0.4008,0,normal
1.0119,0.9986,0.9897,0.0133,0.1983,0,normal
0.9939,1.0119,0.9986,-0.0181,1.3514,0,normal
1.005,0.9939,1.0119,0.0111,1.2005,0,normal
1.0074,1.005,0.9939,0.0024,1.2804,0,normal
0.9818,1.0074,1.005,-0.0255,1.1443,0,normal
0.9898,0.9818,1.0074,0.008,0.7215,0,normal
0.9892,0.9898,0.9818,-0.0006,0.8392,0,normal
0.9808,0.9892,0.9898,-0.0084,0.0802,0,normal
1.0,0.9808,0.9892,0.0193,1.3055,0,normal
0.9961,1.0,0.9808,-0.0039,0.8412,0,normal
1.0001,0.9961,1.0,0.004,1.3137,0,normal
1.0174,1.0001,0.9961,0.0173,1.3982,0,normal
0.9823,1.0174,1.0001,-0.0351,1.1956,0,normal
0.9992,0.9823,1.0174,0.0169,0.0206,0,normal
1.0129,0.9992,0.9823,0.0137,0.2567,0,normal
0.9826,1.0129,0.9992,-0.0302,0.4535,0,normal
0.9838,0.9826,1.0129,0.0012,0.4848,0,normal
0.9986,0.9838,0.9826,0.0148,1.3287,0,normal
0.9828,0.9986,0.9838,-0.0158,0.3447,0,normal
0.9978,0.9828,0.9986,0.0149,0.2325,0,normal
0.9839,0.9978,0.9828,-0.0139,0.6972,0,normal
1.0184,0.9839,0.9978,0.0346,0.4493,0,normal
1.0015,1.0184,0.9839,-0.017,0.8515,0,normal
1.0001,1.0015,1.0184,-0.0014,0.566,0,normal
0.9883,1.0001,1.0015,-0.0118,0.817,0,normal
0.9856,0.9883,1.0001,-0.0027,1.0144,0,normal
1.0132,0.9856,0.9883,0.0276,0.8551,0,normal
0.9894,1.0132,0.9856,-0.0237,1.2517,0,normal
1.0052,0.9894,1.0132,0.0158,1.0025,0,normal
0.9903,1.0052,0.9894,-0.0149,1.0579,0,normal
1.0012,0.9903,1.0052,0.0109,0.1012,0,normal
0.9827,1.0012,0.9903,-0.0185,0.2929,0,normal
0.9919,0.9827,1.0012,0.0092,1.1013,0,normal
0.9938,0.9919,0.9827,0.0019,0.5721,0,normal
0.9925,0.9938,0.9919,-0.0014,0.4069,0,normal
0.9959,0.9925,0.9938,0.0035,0.4528,0,normal
0.9895,0.9959,0.9925,-0.0064,1.1898,0,normal
1.0083,0.9895,0.9959,0.0188,1.2564,0,normal
1.0036,1.0083,0.9895,-0.0047,0.6269,0,normal
1.0069,1.0036,1.0083,0.0033,1.3169,0,normal
0.9938,1.0069,1.0036,-0.0131,1.1099,0,normal
0.9806,0.9938,1.0069,-0.0132,0.6163,0,normal
0.9969,0.9806,0.9938,0.0163,1.1325,0,normal
0.9957,0.9969,0.9806,-0.0013,0.0404,0,normal
1.0057,0.9957,0.9969,0.01,1.3318,0,normal
1.2832,1.0057,0.9957,0.2776,1.9452,1,caution
1.2944,1.2832,1.0057,0.0112,1.2925,0,caution
1.2891,1.2944,1.2832,-0.0054,1.7503,1,caution
1.7979,1.2891,1.2944,0.5088,2.0209,1,caution
1.8092,1.7979,1.2891,0.0113,1.0293,0,caution
1.5164,1.8092,1.7979,-0.2928,1.9148,1,caution
1.5086,1.5164,1.8092,-0.0078,1.115,0,caution
1.1824,1.5086,1.5164,-0.3262,1.6767,1,caution
1.2016,1.1824,1.5086,0.0191,1.1998,0,caution
1.0122,1.2016,1.1824,-0.1894,1.5197,1,caution
0.9882,1.0122,1.2016,-0.0239,1.2637,0,caution
1.0039,0.9882,1.0122,0.0157,0.6266,0,normal
1.0189,1.0039,0.9882,0.0149,0.5368,0,normal
0.9959,1.0189,1.0039,-0.0229,1.1962,0,normal
0.992,0.9959,1.0189,-0.004,0.9765,0,normal
1.0001,0.992,0.9959,0.0081,1.393,0,normal
1.0005,1.0001,0.992,0.0005,0.0388,0,normal
0.9911,1.0005,1.0001,-0.0094,1.3009,0,normal
1.0046,0.9911,1.0005,0.0135,0.7389,0,normal
0.9878,1.0046,0.9911,-0.0168,1.3103,0,normal
1.0191,0.9878,1.0046,0.0313,0.6253,0,normal
0.9828,1.0191,0.9878,-0.0363,0.8538,0,normal
0.9833,0.9828,1.0191,0.0005,0.6169,0,normal
0.9992,0.9833,0.9828,0.0159,0.3857,0,normal
0.9973,0.9992,0.9833,-0.0019,0.5547,0,normal
0.9946,0.9973,0.9992,-0.0027,1.2825,0,normal
1.0043,0.9946,0.9973,0.0097,0.9275,0,normal
1.0047,1.0043,0.9946,0.0004,0.067,0,normal
0.9838,1.0047,1.0043,-0.0209,1.3832,0,normal
0.9965,0.9838,1.0047,0.0127,0.0813,0,normal
1.0116,0.9965,0.9838,0.015,0.7518,0,normal
1.0071,1.0116,0.9965,-0.0045,0.9478,0,normal
1.0025,1.0071,1.0116,-0.0046,0.1821,0,normal
1.0137,1.0025,1.0071,0.0112,0.8611,0,normal
0.9837,1.0137,1.0025,-0.03,0.4231,0,normal
1.0026,0.9837,1.0137,0.0189,0.9334,0,normal
1.0146,1.0026,0.9837,0.012,1.0291,0,normal
0.9807,1.0146,1.0026,-0.0339,1.3081,0,normal
1.0076,0.9807,1.0146,0.0269,1.3173,0,normal
0.9919,1.0076,0.9807,-0.0157,0.2896,0,normal
1.0116,0.9919,1.0076,0.0197,0.6956,0,normal
1.002,1.0116,0.9919,-0.0096,0.7755,0,normal
0.9981,1.002,1.0116,-0.0039,0.0021,0,normal
0.9989,0.9981,1.002,0.0008,0.2899,0,normal
1.0017,0.9989,0.9981,0.0028,1.2101,0,normal
0.9968,1.0017,0.9989,-0.005,1.1174,0,normal
1.0015,0.9968,1.0017,0.0048,0.8512,0,normal
0.9963,1.0015,0.9968,-0.0053,0.6166,0,normal
0.9812,0.9963,1.0015,-0.0151,0.1008,0,normal
0.9914,0.9812,0.9963,0.0103,0.5523,0,normal
0.989,0.9914,0.9812,-0.0025,0.0387,0,normal
0.9886,0.989,0.9914,-0.0003,1.3819,0,normal
1.0026,0.9886,0.989,0.0139,0.2673,0,normal
1.0022,1.0026,0.9886,-0.0004,0.7148,0,normal
1.0184,1.0022,1.0026,0.0162,0.4369,0,normal
0.9921,1.0184,1.0022,-0.0264,0.9499,0,normal
1.0126,0.9921,1.0184,0.0205,1.2777,0,normal
0.9909,1.0126,0.9921,-0.0217,0.6544,0,normal
1.0116,0.9909,1.0126,0.0207,1.1445,0,normal
1.014,1.0116,0.9909,0.0024,0.1621,0,normal
0.9979,1.014,1.0116,-0.0161,0.2892,0,normal
0.9888,0.9979,1.014,-0.0092,0.1004,0,normal
1.005,0.9888,0.9979,0.0162,0.2232,0,normal
1.0119,1.005,0.9888,0.0069,0.7502,0,normal
0.9993,1.0119,1.005,-0.0125,1.2165,0,normal
1.0005,0.9993,1.0119,0.0011,0.132,0,normal
0.9812,1.0005,0.9993,-0.0192,0.8284,0,normal
1.0166,0.9812,1.0005,0.0354,0.012,0,normal
1.0055,1.0166,0.9812,-0.0112,1.0739,0,normal
1.004,1.0055,1.0166,-0.0015,0.2375,0,normal
1.015,1.004,1.0055,0.0111,0.8617,0,normal
0.9876,1.015,1.004,-0.0275,0.7384,0,normal
0.9827,0.9876,1.015,-0.0049,0.8965,0,normal
1.0192,0.9827,0.9876,0.0365,0.9933,0,normal
1.0162,1.0192,0.9827,-0.0029,1.2945,0,normal
0.9959,1.0162,1.0192,-0.0203,0.9336,0,normal
0.9989,0.9959,1.0162,0.003,0.7994,0,normal
1.0172,0.9989,0.9959,0.0183,0.0096,0,normal
1.0005,1.0172,0.9989,-0.0166,1.0864,0,normal
2.8177,1.0005,1.0172,1.8172,2.7814,1,hazard
2.8148,2.8177,1.0005,-0.0029,3.7915,1,hazard
0.3003,2.8148,2.8177,-2.5145,2.0966,1,hazard
1.3806,0.3003,2.8148,1.0803,2.5833,1,hazard
1.1184,1.3806,0.3003,-0.2622,3.5454,1,hazard
1.0132,1.1184,1.3806,-0.1052,3.6659,1,hazard
1.0178,1.0132,1.1184,0.0047,2.1667,1,hazard
1.0171,1.0178,1.0132,-0.0007,0.9069,0,normal
0.9859,1.0171,1.0178,-0.0313,0.4091,0,normal
1.019,0.9859,1.0171,0.0332,1.2619,0,normal
1.0123,1.019,0.9859,-0.0067,0.2037,0,normal
0.9839,1.0123,1.019,-0.0284,1.3665,0,normal
1.0091,0.9839,1.0123,0.0253,0.8288,0,normal
0.9884,1.0091,0.9839,-0.0207,1.3704,0,normal
1.0014,0.9884,1.0091,0.013,1.0243,0,normal
0.9848,1.0014,0.9884,-0.0166,0.357,0,normal
0.9852,0.9848,1.0014,0.0005,0.8161,0,normal
0.9904,0.9852,0.9848,0.0051,1.0541,0,normal
1.0022,0.9904,0.9852,0.0118,0.6309,0,normal
1.016,1.0022,0.9904,0.0138,1.2315,0,normal
0.9861,1.016,1.0022,-0.0299,0.188,0,normal
1.01,0.9861,1.016,0.0239,0.0707,0,normal
1.0028,1.01,0.9861,-0.0072,0.0679,0,normal
1.012,1.0028,1.01,0.0092,1.3755,0,normal
1.0169,1.012,1.0028,0.0049,0.6128,0,normal
0.9852,1.0169,1.012,-0.0317,1.1565,0,normal
1.012,0.9852,1.0169,0.0269,0.3686,0,normal
0.9879,1.012,0.9852,-0.0241,0.9686,0,normal
0.9855,0.9879,1.012,-0.0024,0.5263,0,normal
0.9936,0.9855,0.9879,0.0082,0.5406,0,normal
0.99,0.9936,0.9855,-0.0036,1.1812,0,normal
0.9993,0.99,0.9936,0.0093,0.9672,0,normal
1.0168,0.9993,0.99,0.0175,1.3827,0,normal
1.0069,1.0168,0.9993,-0.0099,1.0049,0,normal
1.0175,1.0069,1.0168,0.0105,0.8516,0,normal
0.9971,1.0175,1.0069,-0.0204,1.0319,0,normal
0.986,0.9971,1.0175,-0.0111,0.1205,0,normal
0.9815,0.986,0.9971,-0.0045,0.8597,0,normal
1.001,0.9815,0.986,0.0195,1.3807,0,normal
1.0142,1.001,0.9815,0.0132,0.759,0,normal
1.0048,1.0142,1.001,-0.0094,0.7797,0,normal
1.0003,1.0048,1.0142,-0.0045,0.0259,0,normal
0.9949,1.0003,1.0048,-0.0054,0.8566,0,normal
1.0052,0.9949,1.0003,0.0102,1.0726,0,normal
0.9857,1.0052,0.9949,-0.0195,0.8258,0,normal
0.9929,0.9857,1.0052,0.0072,0.1672,0,normal
0.9913,0.9929,0.9857,-0.0016,1.2543,0,normal
0.9929,0.9913,0.9929,0.0016,0.3573,0,normal
1.0062,0.9929,0.9913,0.0133,0.5219,0,normal
1.0034,1.0062,0.9929,-0.0028,0.2374,0,normal
1.0091,1.0034,1.0062,0.0058,1.1656,0,normal
0.9907,1.0091,1.0034,-0.0185,0.3169,0,normal
0.9914,0.9907,1.0091,0.0008,0.8406,0,normal
1.0109,0.9914,0.9907,0.0195,0.5919,0,normal
0.9978,1.0109,0.9914,-0.0131,1.225,0,normal
0.986,0.9978,1.0109,-0.0118,0.8737,0,normal
1.0002,0.986,0.9978,0.0142,0.595,0,normal
0.9893,1.0002,0.986,-0.0109,0.4777,0,normal
0.9827,0.9893,1.0002,-0.0067,0.6764,0,normal
0.9995,0.9827,0.9893,0.0168,1.3892,0,normal
0.9937,0.9995,0.9827,-0.0058,1.0741,0,normal
0.982,0.9937,0.9995,-0.0117,0.5373,0,normal
1.0123,0.982,0.9937,0.0304,1.1968,0,normal
1.017,1.0123,0.982,0.0047,0.7063,0,normal
0.9999,1.017,1.0123,-0.0171,1.3893,0,normal
0.986,0.9999,1.017,-0.0139,0.7224,0,normal
1.017,0.986,0.9999,0.0311,0.8431,0,normal
0.9871,1.017,0.986,-0.03,0.6289,0,normal
1.0091,0.9871,1.017,0.022,0.9782,0,normal
0.9898,1.0091,0.9871,-0.0193,1.2827,0,normal
0.9817,0.9898,1.0091,-0.0082,0.1411,0,normal
0.9897,0.9817,0.9898,0.008,0.477,0,normal
0.9897,0.9897,0.9817,-0.0,1.3212,0,normal
0.9934,0.9897,0.9897,0.0037,0.6507,0,normal
1.0108,0.9934,0.9897,0.0175,0.2429,0,normal
0.9807,1.0108,0.9934,-0.0301,1.2985,0,normal
1.0103,0.9807,1.0108,0.0296,1.1687,0,normal
0.9962,1.0103,0.9807,-0.0141,0.9603,0,normal
1.0168,0.9962,1.0103,0.0207,0.6663,0,normal
1.0001,1.0168,0.9962,-0.0167,0.5612,0,normal
0.9929,1.0001,1.0168,-0.0072,0.6762,0,normal
1.0182,0.9929,1.0001,0.0252,1.3553,0,normal
1.0068,1.0182,0.9929,-0.0114,1.2668,0,normal
0.998,1.0068,1.0182,-0.0088,0.4979,0,normal
1.0081,0.998,1.0068,0.0101,0.3053,0,normal
1.0013,1.0081,0.998,-0.0068,0.721,0,normal
1.0027,1.0013,1.0081,0.0014,0.6884,0,normal
1.0043,1.0027,1.0013,0.0016,1.2518,0,normal
0.9924,1.0043,1.0027,-0.0119,0.5601,0,normal
1.013,0.9924,1.0043,0.0206,0.8486,0,normal
1.0024,1.013,0.9924,-0.0106,0.7235,0,normal
0.9988,1.0024,1.013,-0.0036,0.3174,0,normal
1.0159,0.9988,1.0024,0.0171,1.217,0,normal
1.0123,1.0159,0.9988,-0.0036,0.475,0,normal
0.9879,1.0123,1.0159,-0.0244,0.5114,0,normal
0.9893,0.9879,1.0123,0.0014,0.2454,0,normal
0.9994,0.9893,0.9879,0.0101,1.0369,0,normal
1.0081,0.9994,0.9893,0.0087,0.4019,0,normal
1.0093,1.0081,0.9994,0.0013,0.173,0,normal
0.9812,1.0093,1.0081,-0.0282,1.3924,0,normal
0.9855,0.9812,1.0093,0.0043,0.5948,0,normal
0.9995,0.9855,0.9812,0.014,0.7689,0,normal
1.0072,0.9995,0.9855,0.0078,1.1432,0,normal
0.9944,1.0072,0.9995,-0.0128,0.7595,0,normal
1.0043,0.9944,1.0072,0.0099,0.683,0,normal
1.0033,1.0043,0.9944,-0.001,0.3881,0,normal
0.984,1.0033,1.0043,-0.0192,1.0201,0,normal
0.9851,0.984,1.0033,0.0011,0.0849,0,normal
0.9915,0.9851,0.984,0.0065,0.661,0,normal
0.9831,0.9915,0.9851,-0.0084,0.5048,0,normal
1.0057,0.9831,0.9915,0.0225,0.6584,0,normal
1.0042,1.0057,0.9831,-0.0014,1.0918,0,normal
0.9934,1.0042,1.0057,-0.0108,0.9729,0,normal
1.0169,0.9934,1.0042,0.0235,0.9422,0,normal
1.0008,1.0169,0.9934,-0.0162,0.6364,0,normal
1.0136,1.0008,1.0169,0.0129,0.9029,0,normal
0.9909,1.0136,1.0008,-0.0228,0.6457,0,normal
0.9847,0.9909,1.0136,-0.0062,0.3578,0,normal
1.0169,0.9847,0.9909,0.0321,0.5761,0,normal
0.9877,1.0169,0.9847,-0.0292,0.7361,0,normal
1.0131,0.9877,1.0169,0.0254,0.5321,0,normal
1.0079,1.0131,0.9877,-0.0052,0.4366,0,normal
1.0148,1.0079,1.0131,0.0069,0.9382,0,normal
0.992,1.0148,1.0079,-0.0228,0.4112,0,normal
0.995,0.992,1.0148,0.003,0.3736,0,normal
0.9843,0.995,0.992,-0.0107,0.6906,0,normal
1.0065,0.9843,0.995,0.0221,0.4874,0,normal
1.0045,1.0065,0.9843,-0.002,0.0161,0,normal
0.986,1.0045,1.0065,-0.0185,1.283,0,normal
0.998,0.986,1.0045,0.0121,0.3967,0,normal
1.0018,0.998,0.986,0.0038,0.2375,0,normal
0.9831,1.0018,0.998,-0.0188,0.2966,0,normal
0.9824,0.9831,1.0018,-0.0007,0.1608,0,normal
1.0041,0.9824,0.9831,0.0217,0.109,0,normal
0.9985,1.0041,0.9824,-0.0056,0.9913,0,normal
0.9938,0.9985,1.0041,-0.0047,0.4644,0,normal
1.018,0.9938,0.9985,0.0242,0.0191,0,normal
0.9993,1.018,0.9938,-0.0187,0.067,0,normal
1.0071,0.9993,1.018,0.0078,0.0869,0,normal
1.0048,1.0071,0.9993,-0.0023,0.9177,0,normal
1.0147,1.0048,1.0071,0.0099,0.1931,0,normal
1.0155,1.0147,1.0048,0.0008,0.0146,0,normal
0.9972,1.0155,1.0147,-0.0183,0.9329,0,normal
1.0031,0.9972,1.0155,0.0059,0.5172,0,normal
0.9958,1.0031,0.9972,-0.0072,0.4005,0,normal
1.0164,0.9958,1.0031,0.0206,1.142,0,normal
0.9933,1.0164,0.9958,-0.0232,0.2775,0,normal
0.9947,0.9933,1.0164,0.0015,0.1307,0,normal
1.006,0.9947,0.9933,0.0112,1.3815,0,normal
0.9812,1.006,0.9947,-0.0248,0.9163,0,normal
1.0124,0.9812,1.006,0.0312,0.7368,0,normal
0.983,1.0124,0.9812,-0.0294,1.1006,0,normal
1.0158,0.983,1.0124,0.0328,0.0802,0,normal
0.9857,1.0158,0.983,-0.0301,0.2726,0,normal
0.9892,0.9857,1.0158,0.0035,1.095,0,normal
0.999,0.9892,0.9857,0.0099,0.2965,0,normal
1.0197,0.999,0.9892,0.0206,0.1528,0,normal
0.9964,1.0197,0.999,-0.0233,0.2756,0,normal
1.0146,0.9964,1.0197,0.0182,1.2733,0,normal
0.9922,1.0146,0.9964,-0.0224,0.7138,0,normal
0.9804,0.9922,1.0146,-0.0118,0.6739,0,normal
1.0022,0.9804,0.9922,0.0219,0.3279,0,normal
0.996,1.0022,0.9804,-0.0062,0.1875,0,normal
1.0009,0.996,1.0022,0.0048,1.151,0,normal
1.0064,1.0009,0.996,0.0056,1.3326,0,normal
